GuessWord,Max,Median,Average
gonia,1512,479.0,459.6138228941685
gonif,1528,700.0,630.2069114470843
gonks,1462,695.0,669.5252699784018
gonna,1426,590.0,611.7451403887688
gonof,1445,1001.0,778.8699784017278
gonys,1646,650.0,619.5041036717063
gonzo,1622,1102.0,890.2483801295896
gooby,1273,1004.0,679.1079913606911
goods,1359,795.0,671.5550755939524
goofs,1390,876.0,728.5010799136069
googs,1404,995.0,792.0755939524838
gooks,1379,893.0,728.9913606911447
gooky,1286,1012.0,677.5598272138229
goold,1367,815.0,611.0410367170626
gools,1416,658.0,563.3684665226782
gooly,1337,781.0,540.3563714902808
goons,1415,763.0,615.8453563714903
goony,1199,889.0,573.222030237581
goops,1508,833.0,695.0833693304536
goopy,1244,947.0,641.9421166306696
goors,1439,596.0,553.9308855291576
goory,1187,706.0,527.1282937365011
goosy,1165,782.0,532.4846652267819
gopak,1425,544.0,578.1326133909288
gopik,1412,678.0,617.4319654427646
goral,1459,396.0,395.2868250539957
goras,1518,465.0,424.1693304535637
gored,1359,413.0,429.51231101511877
gores,1403,383.0,383.3537796976242
goris,1512,471.0,446.01641468682504
gorms,1578,568.0,555.0069114470842
gormy,1372,606.0,539.8406047516198
gorps,1595,580.0,552.7313174946004
gorse,1011,303.0,333.4203023758099
gorsy,1283,451.0,434.93995680345574
gosht,1504,587.0,548.822030237581
gosse,1143,455.0,430.08120950323973
gotch,1412,630.0,576.9974082073434
goths,1637,677.0,613.8643628509719
gothy,1514,622.0,554.6228941684665
gotta,1540,523.0,561.651403887689
gouch,1406,734.0,620.2151187904967
gouks,1468,704.0,667.4133909287257
goura,1398,440.0,445.748596112311
gouts,1531,548.0,544.1179265658748
gouty,1425,598.0,502.69071274298057
gowan,1568,541.0,585.7455723542116
gowds,1687,732.0,739.6907127429805
gowfs,1573,803.0,800.3313174946004
gowks,1555,821.0,800.2254859611231
gowls,1608,653.0,622.7036717062635
gowns,1621,701.0,671.7330453563715
goxes,1478,499.0,546.8129589632829
goyim,1418,638.0,629.4984881209504
goyle,1161,316.0,376.41166306695465
graal,1372,494.0,433.244060475162
grabs,1518,489.0,501.95161987041035
grads,1448,474.0,463.29200863930885
graff,1583,675.0,683.4583153347733
graip,1381,443.0,433.07257019438447
grama,1314,640.0,546.8181425485961
grame,1307,338.0,373.0060475161987
gramp,1324,521.0,547.2259179265659
grams,1517,489.0,487.0341252699784
grana,1156,538.0,462.7658747300216
grans,1461,457.0,411.9995680345572
grapy,1260,470.0,441.8647948164147
gravs,1600,539.0,530.7269978401728
grays,1548,494.0,468.5516198704104
grebe,1361,636.0,481.6289416846652
grebo,1606,540.0,550.9213822894169
grece,1198,537.0,399.5244060475162
greek,1439,627.0,473.6634989200864
grees,1395,476.0,421.8116630669546
grege,1377,725.0,528.5425485961123
grego,1620,607.0,590.7568034557236
grein,1454,451.0,438.3019438444924
grens,1541,476.0,453.6539956803456
grese,1303,476.0,378.91403887688983
greve,1416,694.0,521.2233261339093
grews,1666,598.0,579.2228941684665
greys,1451,474.0,498.78790496760257
grice,1280,344.0,359.05442764578834
gride,1339,401.0,409.48120950323977
grids,1480,551.0,522.0609071274298
griff,1619,816.0,767.7507559395249
grift,1451,546.0,513.6302375809935
grigs,1601,579.0,607.348596112311
grike,1356,396.0,417.73261339092875
grins,1519,529.0,470.3762419006479
griot,1364,389.0,391.85788336933047
grips,1715,558.0,538.3140388768899
gript,1427,487.0,468.2341252699784
gripy,1399,567.0,492.1386609071274
grise,1310,294.0,335.85313174946003
grist,1365,397.0,396.1438444924406
grisy,1324,429.0,396.7222462203024
grith,1573,471.0,468.61684665226784
grits,1491,520.0,451.02591792656585
grize,1461,461.0,473.03585313174943
groat,1337,366.0,363.2833693304536
grody,1317,602.0,513.7347732181425
grogs,1607,596.0,618.1235421166307
groks,1465,617.0,573.8285097192224
groma,1542,540.0,512.8885529157667
grone,1296,345.0,362.5377969762419
groof,1689,816.0,689.7684665226782
grosz,1494,582.0,588.4151187904968
grots,1496,525.0,455.5796976241901
grouf,1589,632.0,616.5719222462203
grovy,1417,658.0,552.8237580993521
grows,1605,632.0,600.3745140388769
grrls,1259,498.0,483.5624190064795
grrrl,1300,801.0,623.4064794816414
grubs,1636,658.0,631.1870410367171
grued,1343,454.0,455.15507559395246
grues,1534,399.0,410.4535637149028
grufe,1384,472.0,480.47991360691145
grume,1381,449.0,458.9537796976242
grump,1563,711.0,686.12656587473
grund,1527,619.0,583.152483801296
gryce,1374,349.0,406.03326133909286
gryde,1445,447.0,480.71274298056153
gryke,1338,440.0,490.1619870410367
grype,1452,425.0,474.2656587473002
grypt,1546,612.0,547.6142548596113
guaco,1243,458.0,474.5589632829374
guana,1354,683.0,516.7593952483801
guano,1355,433.0,460.78228941684665
guans,1387,468.0,489.56760259179265
guars,1270,429.0,441.1274298056156
gucks,1752,819.0,825.8358531317494
gucky,1490,917.0,764.616414686825
gudes,1439,519.0,528.4172786177106
guffs,1815,1034.0,1003.897192224622
gugas,1696,627.0,708.8280777537797
guids,1368,650.0,620.8159827213823
guimp,1405,829.0,710.3654427645788
guiro,1391,518.0,475.6535637149028
gulag,1645,658.0,695.3930885529157
gular,1488,487.0,437.4803455723542
gulas,1530,588.0,543.0211663066955
gules,1479,446.0,463.9580993520518
gulet,1325,356.0,392.4583153347732
gulfs,1730,781.0,741.5589632829374
gulfy,1606,846.0,717.1602591792656
gulls,1432,794.0,715.9654427645788
gulph,1432,744.0,696.7857451403887
gulps,1708,757.0,702.5619870410367
gulpy,1463,773.0,667.9758099352052
gumma,1733,789.0,872.6535637149028
gummi,1767,994.0,964.1762419006479
gumps,1764,853.0,844.2565874730021
gundy,1448,860.0,697.0259179265659
gunge,1452,629.0,595.2855291576674
gungy,1513,1026.0,799.4371490280778
gunks,1707,817.0,788.155939524838
gunky,1488,922.0,738.1887688984881
gunny,1364,1026.0,714.4103671706264
guqin,1787,906.0,820.1149028077754
gurdy,1433,675.0,617.3149028077754
gurge,1434,528.0,537.3334773218143
gurls,1585,601.0,495.09460043196543
gurly,1372,468.0,493.8963282937365
gurns,1590,538.0,538.7032397408208
gurry,1351,790.0,572.2552915766738
gursh,1536,537.0,554.2730021598272
gurus,1672,673.0,717.3814254859611
gushy,1631,754.0,678.917494600432
gusla,1624,574.0,552.0298056155508
gusle,1205,381.0,417.1974082073434
gusli,1586,619.0,601.1330453563714
gussy,1243,924.0,680.3399568034557
gusts,1466,835.0,746.7978401727862
gutsy,1484,640.0,547.4561555075594
gutta,1615,623.0,652.1922246220303
gutty,1390,899.0,667.4617710583153
guyed,1343,514.0,557.1278617710583
guyle,1350,412.0,454.948596112311
guyot,1527,598.0,567.8773218142549
guyse,1243,405.0,450.9887688984881
gwine,1404,523.0,500.2380129589633
gyals,1573,599.0,531.8609071274298
gyans,1592,615.0,542.7645788336933
gybed,1580,595.0,650.6069114470843
gybes,1475,634.0,587.8760259179265
gyeld,1628,632.0,598.1140388768898
gymps,1673,943.0,903.0263498920086
gynae,1420,400.0,407.4829373650108
gynie,1206,395.0,452.1753779697624
gynny,1451,1266.0,879.9187904967603
gynos,1746,731.0,664.2177105831533
gyoza,1712,741.0,743.1049676025918
gypos,1798,751.0,738.8380129589633
gyppo,1869,947.0,979.3136069114471
gyppy,1581,1380.0,1070.7494600431964
gyral,1632,531.0,501.18531317494603
gyred,1499,508.0,512.5455723542117
gyres,1256,499.0,455.74816414686825
gyron,1665,672.0,584.7749460043196
gyros,1720,617.0,575.163282937365
gyrus,1781,664.0,643.7127429805615
gytes,1594,512.0,493.89460043196544
gyved,1530,662.0,709.9701943844492
gyves,1580,709.0,643.6207343412527
haafs,1316,722.0,578.2647948164147
haars,1262,472.0,438.3667386609071
hable,1308,332.0,381.57149028077754
habus,1650,620.0,604.4371490280778
hacek,1498,422.0,480.6863930885529
hacks,1845,726.0,698.0237580993521
hadal,1434,661.0,557.768898488121
haded,1432,448.0,514.5140388768898
hades,1630,433.0,412.0345572354212
hadji,1874,715.0,707.8012958963283
hadst,1333,455.0,451.407343412527
haems,1529,451.0,470.49200863930884
haets,1427,375.0,416.86263498920084
haffs,1744,722.0,791.3287257019439
hafiz,1634,708.0,710.4652267818575
hafts,1802,618.0,609.777969762419
haggs,1673,690.0,732.1447084233262
hahas,1502,827.0,703.5814254859612
haick,1490,562.0,530.4444924406048
haika,1286,660.0,536.8116630669547
haiks,1301,494.0,513.684233261339
haiku,1327,512.0,509.4980561555076
hails,1330,428.0,403.6462203023758
haily,1135,401.0,389.51403887688986
hains,1330,460.0,425.82375809935206
haint,1203,397.0,379.43455723542115
hairs,1325,399.0,365.82634989200864
haith,1399,531.0,516.1727861771059
hajes,1650,521.0,506.7572354211663
hajis,1493,690.0,603.251403887689
hajji,1931,854.0,866.4298056155508
hakam,1423,909.0,743.0090712742981
hakas,1610,764.0,672.1140388768898
hakea,1485,476.0,492.9010799136069
hakes,1669,460.0,469.49892008639307
hakim,1596,645.0,624.8786177105832
hakus,1676,661.0,644.9300215982721
halal,1382,831.0,621.372354211663
haled,1367,418.0,393.40431965442764
haler,1315,334.0,339.85788336933047
hales,1596,362.0,371.0280777537797
halfa,1396,747.0,660.0133909287257
halfs,1810,623.0,591.570626349892
halid,1394,530.0,469.0613390928726
hallo,1455,499.0,539.2704103671706
halls,1371,572.0,571.7084233261339
halma,1506,717.0,631.4859611231102
halms,1609,598.0,562.0431965442765
halon,1426,477.0,436.2941684665227
halos,1753,488.0,452.8
halse,1199,328.0,313.22116630669547
halts,1735,539.0,490.0211663066955
halva,1522,770.0,680.1369330453564
halwa,1418,754.0,667.710151187905
hamal,1501,717.0,595.0410367170626
hamba,1479,877.0,751.4419006479482
hamed,1403,427.0,457.7714902807775
hames,1632,451.0,439.69071274298057
hammy,1450,797.0,704.1987041036717
hamza,1655,986.0,831.3788336933045
hanap,1329,677.0,560.7788336933046
hance,1222,312.0,354.09071274298054
hanch,1514,695.0,649.3792656587473
hands,1518,565.0,526.935637149028
hangi,1610,605.0,579.4354211663067
hangs,1779,607.0,575.0691144708424
hanks,1784,667.0,609.814686825054
hanky,1549,602.0,569.0021598272139
hansa,1186,596.0,514.6008639308856
hanse,1407,262.0,317.78228941684665
hants,1488,564.0,502.6526997840173
haole,999,215.0,263.7187904967603
haoma,1161,630.0,516.7736501079913
hapax,1508,934.0,764.1736501079913
haply,1321,541.0,519.2168466522678
happi,1652,726.0,709.0833693304536
hapus,1572,616.0,599.5758099352051
haram,1415,594.0,541.7326133909287
hards,1749,530.0,471.407343412527
hared,1326,394.0,372.6043196544276
hares,1558,350.0,353.10799136069113
harim,1260,541.0,449.5831533477322
harks,1756,614.0,541.2535637149028
harls,1417,416.0,398.3956803455724
harms,1575,583.0,505.2410367170626
harns,1393,423.0,410.777969762419
haros,1445,440.0,414.7244060475162
harps,1761,560.0,512.209071274298
harts,1702,485.0,452.00907127429804
hashy,1384,639.0,628.1904967602592
hasks,1691,764.0,736.2246220302376
hasps,1582,706.0,697.3477321814255
hasta,1321,627.0,571.6004319654428
hated,1560,376.0,397.55032397408206
hates,1353,375.0,397.03153347732183
hatha,1564,840.0,721.5274298056155
hauds,1488,572.0,527.0177105831533
haufs,1618,628.0,588.847516198704
haugh,1508,721.0,674.612958963283
hauld,1198,472.0,479.4133909287257
haulm,1412,518.0,527.6889848812095
hauls,1417,512.0,468.0570194384449
hault,1274,421.0,411.4168466522678
hauns,1400,520.0,478.06997840172784
hause,1167,260.0,312.7053995680346
haver,1565,514.0,460.2224622030238
haves,1659,516.0,485.3524838012959
hawed,1485,461.0,497.15680345572355
hawks,1719,732.0,744.0501079913607
hawms,1691,694.0,697.5075593952483
hawse,1342,337.0,395.68509719222465
hayed,1340,427.0,428.7827213822894
hayer,1368,362.0,370.9974082073434
hayey,1410,374.0,445.24578833693306
hayle,1235,348.0,346.75377969762417
hazan,1423,834.0,684.8634989200864
hazed,1592,500.0,529.3749460043197
hazer,1622,521.0,475.9369330453564
hazes,1644,524.0,506.4168466522678
heads,1453,433.0,426.9870410367171
heald,1375,406.0,390.0842332613391
heals,1376,366.0,369.6708423326134
heame,1081,465.0,377.07300215982724
heaps,1467,438.0,457.6198704103672
heapy,1401,309.0,409.7123110151188
heare,1189,365.0,322.2946004319654
hears,1636,356.0,372.96069114470845
heast,1278,330.0,351.84665226781857
heats,1423,375.0,400.8950323974082
heben,1227,632.0,512.8246220302376
hebes,1511,618.0,535.6639308855291
hecht,1501,559.0,635.1092872570194
hecks,1757,693.0,689.9766738660907
heder,1426,557.0,484.7304535637149
hedgy,1407,528.0,588.8285097192224
heeds,1305,575.0,530.8634989200864
heedy,1297,620.0,475.102807775378
heels,1447,468.0,444.42246220302377
heeze,1206,1000.0,659.8958963282937
hefte,1407,639.0,499.51879049676023
hefts,1697,607.0,607.0868250539957
heids,1463,458.0,476.5425485961123
heigh,1455,578.0,595.2738660907128
heils,1374,414.0,397.5092872570194
heirs,1392,404.0,390.9654427645788
hejab,1852,793.0,670.0639308855292
hejra,1823,607.0,566.2406047516199
heled,1322,559.0,460.7904967602592
heles,1211,468.0,439.9714902807775
helio,1488,425.0,408.3019438444924
hells,1419,468.0,556.2730021598272
helms,1647,554.0,542.3550755939525
helos,1520,409.0,441.4341252699784
helot,1372,390.0,385.44578833693305
helps,1599,553.0,556.4967602591793
helve,1485,657.0,519.4358531317495
hemal,1554,479.0,474.23239740820736
hemes,1478,610.0,527.2656587473002
hemic,1843,558.0,594.376241900648
hemin,1561,522.0,526.5978401727862
hemps,1692,633.0,673.2678185745141
hempy,1436,528.0,610.1736501079913
hench,1563,576.0,646.7369330453564
hends,1580,525.0,534.1822894168466
henge,1352,653.0,488.6846652267819
henna,1486,504.0,531.3952483801296
henny,1290,503.0,534.7892008639309
henry,1261,391.0,409.54470842332614
hents,1523,482.0,491.48725701943846
hepar,1437,435.0,423.2038876889849
herbs,1652,572.0,544.0652267818574
herby,1433,450.0,510.74082073434124
herds,1558,530.0,504.74816414686825
heres,1352,456.0,423.56155507559396
herls,1472,403.0,403.89848812095033
herma,1612,527.0,485.9330453563715
herms,1619,546.0,520.7516198704104
herns,1447,438.0,425.022030237581
heros,1756,418.0,437.2738660907127
herry,1290,457.0,462.85269978401726
herse,1434,456.0,375.7740820734341
hertz,1757,618.0,585.4721382289417
herye,1312,457.0,409.74254859611233
hesps,1415,629.0,702.1887688984881
hests,1361,535.0,613.0168466522679
hetes,1638,535.0,474.13002159827215
heths,1631,688.0,677.0760259179266
heuch,1533,616.0,658.5494600431965
heugh,1548,655.0,693.2177105831533
hevea,1405,531.0,531.2678185745141
hewed,1479,779.0,599.0034557235421
hewer,1672,623.0,537.844060475162
hewgh,1654,801.0,844.7900647948164
hexad,1754,573.0,601.0885529157667
hexed,1458,831.0,637.0483801295896
hexer,1655,659.0,571.2082073434125
hexes,1682,715.0,613.8535637149029
hexyl,1579,644.0,652.9611231101512
heyed,1218,620.0,504.6742980561555
hiant,1255,397.0,386.370626349892
hicks,1664,797.0,789.0224622030238
hided,1512,557.0,595.0924406047516
hider,1457,499.0,447.6475161987041
hides,1482,521.0,477.64362850971924
hiems,1609,541.0,538.7231101511879
highs,1693,840.0,857.5589632829374
hight,1766,835.0,744.7516198704104
hijab,1647,744.0,735.8194384449245
hijra,1841,662.0,598.8596112311016
hiked,1527,543.0,551.5205183585313
hiker,1545,520.0,476.4565874730022
hikes,1750,564.0,529.6112311015119
hikoi,1491,785.0,758.866090712743
hilar,1408,379.0,378.33002159827214
hilch,1607,773.0,719.4384449244061
hillo,1418,592.0,600.1149028077754
hills,1434,655.0,632.8276457883369
hilts,1575,613.0,547.0302375809936
hilum,1394,734.0,640.6462203023758
hilus,1441,622.0,577.8112311015119
himbo,1531,764.0,738.4626349892009
hinau,1402,508.0,499.68509719222465
hinds,1618,719.0,645.6535637149028
hings,1680,726.0,678.0505399568035
hinky,1607,740.0,654.5814254859612
hinny,1286,819.0,627.0254859611231
hints,1574,693.0,592.7036717062635
hiois,1356,627.0,561.4613390928725
hiply,1363,618.0,570.7425485961123
hired,1393,447.0,416.34125269978404
hiree,1021,415.0,321.63758099352054
hirer,1174,415.0,429.21987041036715
hires,1626,404.0,386.0501079913607
hissy,1210,775.0,618.1745140388769
hists,1451,758.0,713.5295896328294
hithe,1349,476.0,504.0323974082073
hived,1616,540.0,588.1326133909288
hiver,1635,573.0,511.689848812095
hives,1662,626.0,555.0846652267819
hizen,1663,609.0,562.2107991360691
hoaed,1177,242.0,318.9464362850972
hoagy,1199,472.0,435.7429805615551
hoars,1374,374.0,379.2704103671706
hoary,1316,312.0,349.86263498920084
hoast,1122,379.0,373.0241900647948
hobos,1534,842.0,759.0449244060475
hocks,1863,745.0,750.0838012958964
hocus,1534,691.0,653.0371490280778
hodad,1555,576.0,622.9982721382289
hodja,1604,706.0,713.2051835853132
hoers,1438,401.0,413.47343412527
hogan,1444,576.0,527.9727861771058
hogen,1416,508.0,466.98185745140387
hoggs,1697,822.0,801.7408207343412
hoghs,1628,822.0,808.6177105831533
hohed,1393,528.0,567.6151187904968
hoick,1501,659.0,570.1153347732181
hoied,1201,304.0,361.91922246220304
hoiks,1420,556.0,553.3598272138229
hoing,1389,607.0,550.4228941684665
hoise,1040,225.0,289.54211663066957
hokas,1438,620.0,579.5287257019438
hoked,1460,499.0,514.8237580993521
hokes,1515,517.0,494.8095032397408
hokey,1411,351.0,438.86997840172785
hokis,1538,643.0,611.2548596112312
hokku,1791,938.0,917.7956803455724
hokum,1500,811.0,781.6
holds,1562,600.0,553.8695464362851
holed,1391,441.0,412.33606911447083
holes,1362,389.0,382.9032397408207
holey,1365,259.0,352.78444924406045
holks,1674,687.0,625.627645788337
holla,1368,499.0,554.5442764578834
hollo,1367,920.0,716.4704103671706
holme,1254,336.0,392.90194384449245
holms,1627,646.0,592.8790496760259
holon,1453,662.0,603.2794816414687
holos,1496,632.0,622.5723542116631
holts,1509,590.0,509.89200863930887
homas,1501,591.0,547.7114470842332
homed,1258,498.0,498.78099352051834
homes,1473,514.0,470.1939524838013
homey,1231,355.0,423.37365010799135
homie,1075,292.0,364.14686825053997
homme,1397,531.0,540.6241900647948
homos,1537,852.0,761.2341252699784
honan,1393,531.0,544.1645788336933
honda,1514,531.0,538.1796976241901
honds,1543,672.0,590.9373650107991
honed,1375,422.0,429.78099352051834
honer,1326,374.0,378.3196544276458
hones,1597,389.0,401.83498920086396
hongi,1618,676.0,643.2488120950323
hongs,1602,704.0,636.9019438444924
honks,1653,668.0,666.7123110151188
honky,1413,725.0,616.858747300216
hooch,1289,1130.0,796.770626349892
hoods,1524,773.0,665.554211663067
hoody,1274,899.0,630.7818574514039
hooey,1096,422.0,398.68120950323976
hoofs,1541,870.0,733.1425485961123
hooka,1512,642.0,662.7287257019439
hooks,1532,893.0,739.0362850971923
hooky,1283,968.0,672.8539956803455
hooly,1246,718.0,523.464362850972
hoons,1441,730.0,601.3987041036717
hoops,1539,838.0,705.7002159827214
hoord,1253,693.0,586.6997840172786
hoors,1473,573.0,553.6708423326133
hoosh,1275,986.0,721.3092872570195
hoots,1474,730.0,616.3015118790497
hooty,1275,757.0,555.9235421166306
hoove,1226,597.0,525.2047516198704
hopak,1389,546.0,577.2980561555075
hoped,1434,484.0,484.84924406047514
hoper,1395,440.0,437.7680345572354
hopes,1423,499.0,468.73131749460043
hoppy,1400,899.0,737.8604751619871
horah,1481,432.0,517.0609071274298
horal,1395,401.0,380.2876889848812
horas,1454,424.0,423.0319654427646
horis,1454,503.0,445.3308855291577
horks,1645,620.0,592.8894168466522
horme,1315,354.0,393.6583153347732
horns,1672,477.0,461.838444924406
horst,1342,415.0,425.42289416846654
horsy,1455,422.0,438.1377969762419
hosed,1408,423.0,427.69071274298057
hosel,1315,381.0,365.97062634989203
hosen,1587,408.0,396.0004319654428
hoser,1609,403.0,385.3010799136069
hoses,1219,426.0,485.59956803455725
hosey,1383,277.0,372.97753779697626
hosta,1530,499.0,507.53736501079914
hosts,1433,730.0,668.9218142548596
hotch,1545,789.0,704.2928725701944
hoten,1325,417.0,393.0682505399568
hotty,1299,757.0,588.8302375809935
houff,1693,947.0,858.2790496760259
houfs,1666,675.0,673.2544276457884
hough,1549,906.0,763.5066954643629
houri,1488,507.0,473.45572354211663
hours,1469,534.0,494.39049676025917
houts,1725,571.0,566.8911447084233
hovea,1398,420.0,457.8280777537797
hoved,1448,502.0,551.2773218142548
hoven,1541,542.0,501.1140388768898
hoves,1678,569.0,515.0228941684666
howbe,1341,512.0,538.1455723542117
howes,1690,557.0,514.5805615550756
howff,1791,1141.0,1047.458747300216
howfs,1763,811.0,821.2902807775378
howks,1753,837.0,828.8427645788337
howls,1663,691.0,626.2673866090713
howre,1362,404.0,432.4086393088553
howso,1651,923.0,792.5663066954644
hoxed,1439,523.0,578.6060475161987
hoxes,1670,597.0,543.4833693304536
hoyas,1525,537.0,508.1343412526998
hoyed,1379,481.0,462.75766738660906
hoyle,1009,360.0,350.23455723542116
hubby,1573,1084.0,893.6077753779698
hucks,1952,876.0,873.0276457883369
hudna,1354,584.0,578.875161987041
hudud,1514,1272.0,1036.9848812095033
huers,1752,484.0,483.74254859611233
huffs,1848,1023.0,1009.0514038876889
huffy,1615,1124.0,929.6721382289417
huger,1410,507.0,495.8043196544277
huggy,1552,1072.0,857.8609071274298
huhus,1775,1149.0,1060.1300215982722
huias,1193,430.0,440.09244060475163
hulas,1555,562.0,530.0790496760259
hules,1429,500.0,452.9200863930885
hulks,1763,796.0,737.4665226781857
hulky,1511,755.0,687.2565874730021
hullo,1438,698.0,669.0708423326134
hulls,1452,759.0,701.9913606911447
hully,1263,843.0,660.5049676025918
humas,1599,627.0,627.0341252699784
humfs,1746,869.0,874.6289416846653
humic,1645,739.0,746.2958963282938
humps,1745,850.0,851.5771058315335
humpy,1674,894.0,764.2211663066954
hunks,1742,768.0,768.0345572354212
hunts,1814,685.0,633.0233261339093
hurds,1617,621.0,607.0552915766739
hurls,1526,543.0,488.9848812095032
hurly,1318,489.0,473.1537796976242
hurra,1324,491.0,540.3809935205184
hurst,1268,484.0,488.5058315334773
hurts,1577,617.0,572.5490280777537
hushy,1675,906.0,784.0414686825054
husks,1794,1049.0,930.1377969762419
husos,1613,764.0,722.8086393088553
hutia,1546,532.0,500.7732181425486
huzza,1982,982.0,982.5442764578834
huzzy,1757,1218.0,1022.8725701943845
hwyls,1680,829.0,772.535637149028
hydra,1681,690.0,608.8881209503239
hyens,1604,501.0,534.5684665226781
hygge,1364,632.0,681.882505399568
hying,1586,713.0,700.2107991360691
hykes,1599,621.0,622.1045356371491
hylas,1650,613.0,591.4423326133909
hyleg,1514,576.0,542.5365010799136
hyles,1515,470.0,480.62030237580996
hylic,1683,735.0,681.4323974082073
hymns,1628,827.0,745.1606911447084
hynde,1185,565.0,500.5460043196544
hyoid,1309,645.0,594.0799136069114
hyped,1354,609.0,610.4393088552915
hypes,1567,599.0,589.7352051835853
hypha,1813,893.0,914.4760259179266
hyphy,1561,1323.0,1067.3568034557236
hypos,1754,779.0,752.524838012959
hyrax,1626,667.0,676.3434125269979
hyson,1646,721.0,639.5628509719222
hythe,1470,495.0,580.3131749460043
iambi,1708,684.0,704.9161987041036
iambs,1676,667.0,599.2764578833693
ibrik,1426,785.0,756.414686825054
icers,1565,414.0,475.0915766738661
iched,1840,542.0,577.5904967602592
iches,1554,571.0,552.341252699784
ichor,1595,629.0,586.6483801295897
icier,1335,411.0,464.59006479481644
icker,1684,565.0,544.8323974082074
ickle,1543,509.0,510.93002159827216
icons,1829,617.0,539.3464362850972
ictal,1549,528.0,502.3304535637149
ictic,1550,931.0,878.8453563714903
ictus,1687,683.0,672.8894168466522
idant,1372,487.0,449.4730021598272
ideas,1941,454.0,472.51663066954643
idees,1519,476.0,501.2626349892009
ident,1481,487.0,498.6764578833693
idled,1575,681.0,605.612958963283
idles,1825,476.0,477.1498920086393
idola,1436,508.0,474.0794816414687
idols,1849,572.0,517.6600431965443
idyls,1735,731.0,672.8855291576674
iftar,1688,541.0,510.26738660907125
igapo,1396,603.0,532.0017278617711
igged,1614,631.0,721.3714902807775
iglus,1706,748.0,696.8647948164147
ihram,1598,567.0,509.2341252699784
ikans,1665,623.0,553.212958963283
ikats,1675,563.0,543.6388768898488
ikons,1709,695.0,614.676889848812
ileac,1472,426.0,427.79740820734344
ileal,1462,504.0,471.517494600432
ileum,1615,552.0,513.0064794816415
ileus,1513,449.0,458.70410367170626
iliad,1331,552.0,539.2591792656588
ilial,1373,668.0,592.5023758099352
ilium,1439,768.0,672.4557235421166
iller,1356,534.0,433.89287257019436
illth,1541,649.0,625.8989200863931
imago,1647,627.0,541.7213822894169
imams,1695,764.0,672.0099352051836
imari,1297,453.0,540.1762419006479
imaum,1658,736.0,663.0436285097193
imbar,1647,605.0,560.5676025917927
imbed,1632,619.0,629.9494600431965
imide,1299,601.0,569.3170626349892
imido,1554,799.0,776.8535637149029
imids,1559,820.0,787.7490280777538
imine,1238,522.0,504.258747300216
imino,1488,739.0,704.5062634989201
immew,1700,635.0,774.9317494600432
immit,1302,1009.0,854.0812095032397
immix,1829,1429.0,1258.4168466522679
imped,1602,591.0,616.6414686825054
impis,1577,883.0,874.8613390928725
impot,1616,619.0,602.6285097192225
impro,1765,725.0,655.007343412527
imshi,1576,850.0,896.4410367170626
imshy,1574,677.0,701.939524838013
inapt,1447,511.0,462.0984881209503
inarm,1574,517.0,472.3131749460043
inbye,1587,553.0,516.8298056155508
incel,1418,450.0,454.6876889848812
incle,1336,433.0,415.36198704103674
incog,1760,748.0,702.6967602591793
incus,1717,694.0,694.2133909287257
incut,1876,671.0,603.8928725701944
indew,1711,644.0,635.3732181425486
india,1519,588.0,697.0362850971923
indie,1276,550.0,541.2427645788337
indol,1621,690.0,585.9809935205184
indow,1845,831.0,786.8647948164147
indri,1548,645.0,721.847516198704
indue,1407,514.0,478.69460043196545
inerm,1882,473.0,511.60172786177105
infix,1586,1178.0,1101.1913606911446
infos,1867,764.0,686.4691144708423
infra,1828,587.0,588.1641468682506
ingan,1679,684.0,713.4535637149028
ingle,1479,500.0,460.6950323974082
inion,1231,868.0,734.0738660907127
inked,1647,616.0,604.1347732181425
inker,1670,524.0,511.6673866090713
inkle,1525,516.0,479.4963282937365
inned,1439,550.0,597.4380129589633
innit,1175,911.0,733.9278617710584
inorb,1848,562.0,556.9641468682505
inrun,1544,729.0,643.2358531317494
inset,1639,414.0,403.71274298056153
inspo,1760,702.0,655.5265658747301
intel,1340,402.0,407.06393088552915
intil,1440,585.0,613.658747300216
intis,1505,654.0,692.1429805615551
intra,1913,454.0,465.8228941684665
inula,1608,532.0,499.23974082073437
inure,1357,339.0,369.0233261339093
inurn,1507,568.0,622.9490280777537
inust,1495,608.0,525.1425485961123
invar,1752,580.0,538.8799136069115
inwit,1427,824.0,742.1714902807776
iodic,1376,725.0,664.7317494600431
iodid,1321,932.0,760.8613390928725
iodin,1304,746.0,634.8630669546436
iotas,1397,434.0,399.4
ippon,1735,709.0,778.0371490280778
irade,1445,302.0,312.01166306695467
irids,1409,555.0,574.266090712743
iring,1400,668.0,622.5593952483802
irked,1499,463.0,481.55032397408206
iroko,1386,589.0,598.212958963283
irone,1059,260.0,299.49935205183584
irons,1371,487.0,412.9447084233261
isbas,1490,848.0,687.7701943844493
ishes,1405,580.0,608.6561555075594
isled,1773,476.0,462.92267818574516
isles,1332,546.0,513.9257019438445
isnae,1270,340.0,341.051403887689
issei,1401,581.0,631.9723542116631
istle,1238,385.0,380.21209503239743
items,1951,505.0,555.3641468682505
ither,1494,456.0,459.41382289416845
ivied,1363,703.0,649.2570194384449
ivies,1381,565.0,595.4885529157667
ixias,1478,621.0,695.9593952483801
ixnay,1608,526.0,607.3213822894169
ixora,1835,538.0,520.8855291576674
